x,y
1346979.5931914737,7383162.118573247
1421876.1844497044,7728843.93330919
1635875.8013084764,7707635.042432243
1505810.9560410574,7690434.090005394
1618804.9385782555,7434764.901383841
1409789.8935385747,7769352.664484005
1834905.6935713347,7480104.730067536
2034947.4663256735,7344888.625024286
1449882.8244285774,7819342.34461078
1617162.1751388514,7768341.937827262
1214379.5386156095,7404281.871885648
1496671.538313094,8011621.702593221
1463098.0229443968,7368135.888932962
1093111.5109156505,7393662.173639301
1848867.6546303653,7541084.187017203
1707162.8049605293,7752757.532504983
2019574.5858678226,7332994.116281749
1462993.140855474,7999890.730460808
1742013.781181061,7151364.259591672
1200150.7274954747,7229235.182376078
1702383.987135517,7717651.738941424
1355277.5478353645,7429000.859074604
1558040.8155777534,7312401.826448315
1790760.6588995294,7599365.182705649
1783941.1949670417,7416399.811056057
961380.7881548181,7489308.960988126
2032563.805001413,7381725.496527531
1090112.3130635815,7530835.052231428
1822995.6775094331,7565716.404734686
1845600.8469145345,7647878.484725362
1726849.8295555403,7466228.295574627
1800128.846863966,7159113.373533723
1313036.3373397195,7866362.552942053
1256758.2464704083,7985631.824376924
1863579.8928621495,7673498.669998288
1425136.5811713818,7842196.052087387
1442237.9413526438,7564633.207547313
1947939.6463353478,7247486.090436093
1410137.2135274182,7928568.658592754
1771230.0162044107,7134381.023370991
1265668.5564811712,7333685.657986186
1563499.8887096713,7331375.130566604
1885256.659171253,7344680.289258082
1256537.4297173363,7316358.305116558
1520209.379846567,7491180.16072791
1484996.382562323,7160616.8130768845
1784909.6261987654,7757488.1011818675
1651280.0678205548,7730169.204998801
1667365.5696106032,7081501.822514451
2039500.4962511496,7692442.164344546
1402828.6589372486,7315420.060467306
1418113.2876502895,7441906.192426415
1755158.4984468957,7722507.151525875
1225956.2071766383,7680229.730214198
1616434.9356667278,7393569.697403358
1719467.4847207402,7091442.858227586
1223531.902284847,7650819.41314117
1572974.5601369273,6972013.562092653
1445608.4291405748,7361211.72916664
1238265.0703566058,8015009.467879546
1982012.279182996,7667713.695513462
1774567.6977333822,7200753.940448899
1486579.8364428394,7137477.316031456
2099195.765752094,7478269.78612912
1390714.1358582035,7885632.871678466
1795815.063407525,7509258.533337839
2044395.2581243075,7608912.955340908
1182367.0962827192,7385391.6703204615
1399449.5754405186,8033785.281954167
1720976.63692678,7076866.993896307
1896395.488801226,7461506.249970768
1833090.5170755982,7485174.726463338
1472488.2415714571,7629013.0628100615
1500380.2345308163,7507024.186136135
1826164.797941269,7692134.008183167
1335912.79129662,7610097.523607356
1564149.2225925187,7313671.22357304
1634706.3234186745,7409152.624268069
1524098.2832074428,7243607.820686477
1525569.168871014,7381131.996816507
1279675.1644552958,7977542.326806322
1514261.4337634875,7304903.833546376
1287351.6836018255,7559304.070262032
1863238.4144958481,7630636.802795432
1825866.2021388016,7251183.364727953
1591299.953648395,7420081.143940161
1302147.426030932,7399640.21410561
1524791.1826458408,7537212.393800194
2009963.4981607737,7403559.724238711
1988158.871816258,7587385.661554742
1526157.281626245,7634452.66182161
1569910.3120894847,7693759.928134988
1306331.4679560072,7596303.2051305
2010645.6865979286,7481088.976022365
1676333.401039801,7655065.3098559175
1694872.3546148473,7697037.726842405
1923482.2073268485,7514961.836753149
1439140.6399294636,7497823.136376131
1028949.9832743183,7421437.161408367
1643728.6972182333,7234289.798934851
1322198.975796138,7495049.99044247
1382304.2445132378,7869694.2053358285
1185887.017879231,7530837.047925129
1040473.0284286063,7481069.915376078
1975536.6994845495,7461088.995263284
1335952.4511232513,7409423.781938115
1902972.5309075254,7483886.947927476
1244715.1138197586,7520023.187798991
2059023.225310714,7464709.2204532325
1448300.3618423247,7971608.5528542735
1152335.056116608,7454746.646354698
1519683.944896659,7216305.955564014
2002062.0876741253,7607392.06510517
2061731.652033421,7363363.1921534985
2015461.9460434841,7372348.691949373
1441504.298097372,7219291.550783163
1819613.8915611517,7408959.5785402795
1780542.1719963038,7451828.679762261
1812485.236579954,7264826.997131006
1223843.4646554312,7327628.716934158
1326854.138396677,7437855.243146382
1306265.4121538033,7898731.2425609995
1634354.8255604894,7651758.908768937
1499423.5807563679,7554665.415153932
1325042.8084610722,7981923.56733396
1498748.1572976205,7576291.785457948
1884057.2029855228,7263464.460264957
1574634.62158379,7493468.40928924
957484.5079142974,7483714.350487051
1547466.0932180043,7295561.23665154
1792865.6917171192,7250523.810376785
1483602.2284508513,7151837.565269605
1349651.9358742915,7669004.100508289
1767033.490830278,7179643.41725067
1517156.8660867326,7636566.530023352
1592381.9959555685,7253263.517758748
1369234.4674676708,7374645.664566785
1179553.8581595945,7419054.664953139
1467526.031562955,7985485.728485198
1124473.7597810472,7525478.783958719
2055636.5131556992,7640779.0235434985
1488489.86726817,7337388.900238013
1247405.8346624894,7780735.538867807
1608197.3163434267,7087711.332762389
1659938.628637088,7231930.256283325
1598701.0946965867,7741577.091731311
1695950.165557641,7032061.543749123
1184223.30862996,7361715.317570995
1993195.4289195926,7536034.43637903
1176238.555360516,7241886.73499955
1538200.4142365195,7378326.0075136125
1679277.2502586632,7634900.545348683
1953737.6378659878,7269583.561208006
1441249.5895658177,8022095.734722096
1427710.0106661816,7271219.041186535
1295843.9948160741,7843065.421958392
1111016.170076421,7445489.020975463
1474330.837482854,7661716.729155221
1563107.4094701195,7597265.8736738935
1361109.4785015292,7822847.267444846
1338621.788122692,7756020.307676297
1923971.225672688,7458390.45527487
1784894.7664829497,7427399.098648543
1530020.3273063682,7194403.059602454
2068638.3793091876,7343423.678484104
1248268.7604526472,7582691.207153331
1033445.2135817355,7462986.712584366
1667588.3151875914,7641774.79342632
1627066.6413244195,7761276.594956247
1786560.616577106,7577828.893595084
1372823.624525633,7408361.821786272
1160480.623223152,7314567.931688533
2002668.5602979574,7544241.977344505
1495354.4076195639,7283013.364252431
1390813.2033441742,7736576.784448794
1924408.7789216544,7682145.237127543
1850001.0341784307,7586298.755947397
1682264.4736159935,7065970.677527671
1588832.8923867645,7736193.466728833
1172156.7537765163,7254710.56700626
1178681.9314780114,7519334.559502165
1571045.9333972181,7639341.206171728
2012485.635616145,7336055.49466299
1831357.8309255554,7548460.185206691
1235512.54193473,7927673.826394037
2049016.7927653764,7294823.504624363
1127980.5495090256,7326460.591423058
2060677.2879447178,7361760.858305341
1290223.563427787,7953751.375540678
1122341.465000243,7363102.103181694
1412993.9611577452,7476704.15873478
1706782.2377794324,6895629.561862261
1306949.7750814364,7896544.103584435
1569316.23899235,7275976.132009269
2062070.9401430327,7373063.873890656
1595525.457420314,7487991.906900482
1119614.6615126976,7499912.241657501
2007427.1219026388,7501360.320063622
1449754.1033845935,7600577.086687839
1395185.5642188967,7438569.658865273
1963368.5365322307,7295238.644896743
1535626.4000757216,7540768.433099608
1908006.659324953,7480844.68548918
1664108.0541785331,7454268.729443268
1509785.9307687236,7640766.070137777
1381550.0294813162,7386043.924454387
1359994.6456224057,7452850.244909165
2016773.2238911611,7273643.191308601
1685942.6121491417,7356478.031296365
1146109.0833585076,7368704.707449234
1463678.2805579458,7407823.753627024
1562237.3560223954,7450178.349103741
1686788.7157058117,7030295.212561064
1761882.645712025,7390255.173638911
1926936.0046271011,7458358.731026686
1479789.570767408,7911259.439519412
1610461.8174581565,7519455.740409829
1939885.09938264,7630351.786206273
1528263.9047763087,7174873.212753069
1604356.6641467884,7519361.758566556
1674216.2716525937,6967427.761142303
1372522.8853361239,7838935.445459464
1857602.6793560633,7533414.271130841
1273950.7017746845,8008353.337514576
1323187.9244728887,8006149.979068622
1262413.737494111,7428765.21419511
1114620.6695882776,7381818.142184971
1191436.0210670223,7430943.4471310545
1766133.0905758475,7311960.232922811
1484792.5905805267,7989465.316816283
1039313.3528647707,7470597.801641868
1967633.0237062469,7401669.084333255
1679072.1169198104,7456621.516439214
1496239.072060293,7451002.581779603
1167531.6192002748,7313047.947714334
1598710.936726034,7596445.112117946
1858691.1100114104,7699396.036145655
1891234.0399210635,7357753.483363897
1643807.400329582,7193391.114329648
1565984.135238413,7654594.83447844
1457201.698437995,7308931.924973066
1721898.5693485485,6992926.556588309
1821796.2917746962,7652857.857669316
1816346.998918725,7373251.903405538
1937667.6536470868,7526854.904362336
1720212.5772292763,7504690.971531436
1703884.1681793714,7248539.014139342
902019.861032337,7553412.757863653
1611098.2516578296,7067501.118032893
1768976.6047605067,7555760.923369803
1810221.9087306848,7248675.7478171075
1748185.7112288552,7711110.471090524
1983104.4390216346,7445919.387908228
2000745.5622574023,7493712.844759689
1870296.783001569,7336132.961347799
1624739.461103491,6982149.609651437
1113490.8431393253,7445389.9589652
1230062.254254025,7993468.906592941
1721492.7921445426,6912817.600787085
2018229.3253430247,7364298.363784784
1334921.188839483,7643363.582611067
1152475.7930198961,7508765.02523691
1832440.1676250612,7635771.774316197
1876409.0365496287,7468444.341187028
1048330.3686345725,7542374.454557675
1534248.035102442,7180854.350357137
1922101.849494882,7624818.8664636575
1528472.8225881802,7705623.013452015
1673363.53393996,7600358.845564024
1397678.8286624826,7270042.817684494
2047495.5420296811,7720260.2527703345
1186113.2393337763,7381129.837834568
1668382.0481425188,7380414.732983553
1272669.3748938073,7678105.493249127
1273986.1967866863,7995559.911249753
1209652.8092400192,7405311.631960646
1629022.0849719546,7779863.181863364
1741352.5381677381,7094291.032749218
2038162.7028688472,7731491.590926472
1151851.8045763215,7449867.539564857
1609840.3508494191,7419271.6972001055
1702484.682485912,7542234.363769477
1489154.78554851,7651099.947608135
1602425.1722376244,7277434.587007161
1849749.5899003139,7302465.203625824
1319961.4461434972,7996152.347455691
1265950.810504957,8007669.836004715
1642209.7507823692,6909483.203610579
1714488.28967684,7744373.2180647785
1942978.3465329455,7718060.740968711
1479297.1919283895,7728599.205823627
1654208.4774379004,7622889.6177849015
1664808.6190312894,7339160.002311402
1174435.5580322235,7274720.570430713
1672027.874254041,7135795.419650113
1728465.4873122487,7417293.042066086
1317639.655213762,7484249.035159138
1551821.1812499668,7253369.934549842
1369946.4544629268,7619930.107304693
1313682.0112705303,7504845.400196271
1545127.3229889004,7729327.938135458
1796656.0318367428,7749745.547020736
1613704.76817953,7429085.737263918
1857795.0513039553,7447117.82354735
1804034.552375637,7319746.144202312
1375691.3725822887,7566131.191337253
1676873.7834700663,7503666.775349201
1995718.7327842764,7326593.123738238
1717214.2395069143,7157400.090197449
1383585.9693145002,7869836.723157488
2081505.6797465617,7400690.6754805185
1373142.632441632,7311546.812173178
997018.5700790366,7482055.618653256
1439412.907708595,7741982.54913771
1305301.173871147,7612681.264623369
1222775.0344867385,7307683.482532842
1379556.924464837,7496578.763086673
1568084.0144669383,7263691.9226711355
1408663.1594789831,7967664.250240776
2082446.8995270054,7480047.538931877
1636557.5383020272,7204184.71610975
1321295.6114031933,7709602.198871611
1319181.8297315335,7480735.439844664
1944907.6590379414,7358942.888422689
1054210.0820379113,7492511.699081684
1830263.4617631545,7261684.970869991
2029526.6516839494,7518029.669716888
2070414.6123325392,7332478.837848648
1641499.1236471015,7462234.8347649425
1084600.9919593008,7367770.414199519
1692317.5850119952,7050841.341994497
1385854.0367825073,7604873.100265093
2029868.8624656335,7651223.863011082
1786422.2636395255,7345681.05527097
1291398.659910249,7420989.817449054
1683750.8785950148,7577231.561305008
1315513.3763335452,7325943.369138624
1220694.4757027382,7760833.86387722
1316470.8945700224,7390807.169648822
1713993.325947206,6932046.3445047615
1479768.5553793514,7708536.066349286
1552446.8279924968,7565493.456313252
1333257.432945835,7719744.602030998
1077285.0467424989,7333157.842513538
1648037.8918300865,7556742.95707671
1427826.984968827,7658710.616025693
1690939.4814224904,7450219.18020099
1354106.454851721,7447979.141072356
1990963.6115070074,7544607.2036956055
1692445.7129625552,7081127.04158535
1202717.8994012834,7398001.041933422
1469081.5862031742,7766137.410449435
1950619.4827887865,7453682.355802486
2082592.740164351,7435964.417162411
1706480.833045793,6921625.273406299
1183397.1623759647,7531395.368267046
1283451.8697564271,7370150.975232337
1772962.6477566916,7681067.900436008
1350676.25977412,7830675.081139086
2073994.1177880163,7353989.469824156
1309925.4270346207,7666300.943258755
1285333.47636995,7372617.57121775
1503878.6211375822,7430841.635461658
1748666.00174948,7204160.521239425
1870907.6056521093,7400595.321708653
1681348.65318441,6954191.0093077645
1117150.146479492,7355143.627682997
1334266.7169328928,7677533.025607497
1867432.5361184217,7181670.883443256
1239380.2823926755,7998892.8344227895
1751051.2751953127,7416136.997554303
1883478.6841381583,7537614.898361006
1536874.8017653755,7294286.73902491
1674009.0715529018,7483389.482766064
1945038.5464922856,7530201.646036569
1189582.4735317703,7228666.013231045
991145.9468779827,7511395.801631273
1369836.1582943653,7615216.567691502
1503183.7491591386,7808229.715046263
1390694.2152984291,7878631.764484219
1475520.7256772625,7768394.459685119
1260940.9272531047,7918802.643942308
1741103.4360959735,7631771.582347368
1914782.8445743704,7726041.892935112
1104473.6600995485,7328683.522079977
1582033.1506157045,7106513.868311806
1704093.1332620238,7062641.486334166
1876845.9336171048,7636977.815949147
1173066.3543009437,7479820.040655601
1685920.3133223588,7533370.234034355
1623771.3035726966,7523648.903964783
1608769.6742308317,7723045.459434909
1476978.6462572657,7702835.181889428
1958421.6880265032,7373950.160248657
1242215.5590016977,7761526.217104764
1754142.1169478267,7047738.429173045
1810616.5415267285,7630546.983669285
1295235.3865645565,7784412.365787304
1361382.4786183243,7807163.239865996
2028982.6378205596,7659875.386026985
1943921.4056993478,7380194.626112285
1422736.976601181,7248198.589475087
1519792.6643039673,7133794.745604584
1154174.031109501,7403278.422000816
1541084.0807293649,7431683.094115505
1376728.2787607731,7390572.910269492
1934537.697896555,7572713.961583308
1420303.3503762065,7610061.4072579555
1743315.4364981498,7464399.080683795
1224867.3499236614,7266019.236164641
1284442.6790217,7748475.05294179
2047509.6319955655,7597639.72535138
1107879.8539589464,7475945.80669039
1769162.9333391432,7110842.54190162
1686814.6685628383,7306811.792516716
1740585.8482957156,7068534.46194493
1711398.9847704582,6959009.887210963
1250573.43119921,7706441.629411134
1726706.787754374,6986096.378768223
1000903.2237737206,7547016.072920144
1662746.9710730934,7621130.389573095
1562349.9786540698,7760587.003676499
1967684.0151104617,7323063.137766951
1331806.5614251737,7540881.143679479
1887927.2551410277,7450185.861464169
1877608.8586896881,7646157.192968564
1170855.1839468,7390093.4556067195
1387918.6204908243,7365058.085880173
1514006.1900033012,7818758.26296589
1492903.1421703375,7459552.955140794
1676929.9762257037,7645659.292291585
1095088.8060426968,7403194.668972104
1744308.2643364244,7672610.679882789
2016753.2658376538,7468306.725026272
2048568.1128234237,7449397.577069816
1746767.8120940293,7221489.5798622
1262935.6322675352,7614952.826417331
2051273.1104404018,7564260.917130455
1440462.5485709026,7898074.754088377
1441879.9387054339,7376681.739530396
1832337.1986385384,7163117.792982051
1134203.1971037397,7383998.01478052
1877548.7114399802,7490227.132023814
1639600.747945236,7708815.336877797
1633055.4648746138,7769190.0288059525
1496788.0600766938,7139516.370872315
1180327.7301241513,7400385.41846698
1750451.6049445395,7438225.918214481
1796645.74227202,7259349.075533683
1857591.4617334816,7287964.813425167
1277889.0860421653,7313963.842465994
1264601.5486763888,7326592.974033115
1634827.3161988733,7588091.55252721
1242575.805470322,7572153.199087768
1984836.347727172,7447057.20842597
1209967.6399191834,7478468.55102881
1368037.2163691628,7305521.197382464
1490563.2542135937,7680090.312339188
1634014.5474546438,7360991.032579191
1797831.043395589,7529152.585142398
1799687.3828517306,7337732.4763695225
1760957.1922607818,7401981.999730093
1469997.9401151543,7911945.9871260505
2008340.730915341,7466226.214514316
1433629.7909014605,7536126.758629441
1654971.038288872,6917187.482314443
1611932.9764274051,7669525.443960344
1804291.8957033087,7597873.280820295
1714545.426590775,7070842.587296235
1302729.997841279,7719595.939399413
1270597.5259782528,7537495.099737855
1433732.1016650547,7664807.556155886
1637130.9594485431,7418081.702571907
1405954.752342577,7589716.25484837
1693084.529704054,6992407.711668298
1314441.6172903224,7724941.63390476
1265200.4811754494,7731741.522692583
1516386.5808135623,7597198.322126518
1505494.5673093195,7146590.376985422
1675465.1248011305,7168604.671814642
1426464.3221438015,7460817.676024687
1384968.0829295618,7362501.956706108
1798896.67996317,7268481.147803843
1290009.0288094562,7336152.133879516
1362352.6693899045,7746712.302351459
1894360.9196338556,7405356.40750887
1413030.76902001,7331987.196215159
1527021.59576493,7367623.424856093
2092927.3182587097,7359013.822412696
1236606.605312032,7345614.177732115
2060760.9598586971,7560054.908795816
1270679.833900672,7787311.139507975
