x_m,y_m,lon,lat
1986177.745,7376803.591,-94.92823954,30.41126517
1777663.004,7272038.266,-97.130422,29.53582876
1309175.397,7396882.881,-101.9956248,30.67682558
1901846.805,7393022.01,-95.80062583,30.58892343
1458106.48,7658652.258,-100.4492791,33.04752688
1780368.952,7539093.381,-97.02838791,31.93834597
1278523.204,7908424.643,-102.4337051,35.27626229
1477009.505,7390165.026,-100.2403092,30.63161581
1317621.13,7804734.644,-101.9837594,34.34899449
1929159.311,7312104.762,-95.5494895,29.85135941
1017246.889,7433291.142,-105.063025,30.92061733
1677385.008,7511592.24,-98.12457817,31.71119636
1645736.75,7374026.084,-98.47911995,30.47754453
1642968.822,7376297.377,-98.50768247,30.49832813
1640250.317,7349234.808,-98.5397819,30.25504603
1967184.093,7662367.687,-94.99139055,32.98656681
1895235.794,7531042.954,-95.81513586,31.83251592
1937649.008,7518782.048,-95.37197597,31.70706699
1413563.787,7580068.146,-100.9199457,32.33775084
1368245.999,7922016.316,-101.4498921,35.41299623
1822292.615,7528935.794,-96.58762248,31.83608976
1681570.491,7679631.338,-98.04902011,33.22273877
1363954.184,7655819.845,-101.4585164,33.01472657
1447415.235,7641555.555,-100.5630006,32.8931948
1880022.307,7714366.717,-95.90427275,33.48655081
1439254.875,7626572.593,-100.6494265,32.75793384
1871392.831,7633246.355,-96.02855542,32.75962521
1570528.076,7747356.833,-99.2370918,33.84473457
1740163.177,7287318.203,-97.5142881,29.68157398
1299632.042,7967350.257,-102.2147726,35.81161119
1861496.104,7475360.379,-96.19236086,31.34267585
1567165.285,7725243.402,-99.27503317,33.64581809
1705447.148,7544318.076,-97.82114839,32.00104158
1106346.443,7474653.717,-104.1457765,31.32592789
1340305.818,7937268.466,-101.759982,35.54688119
1266661.294,7561655.052,-102.4786867,32.15175472
1956634.062,7344928.907,-95.25030654,30.13637982
1492485.21,7446816.832,-100.0789739,31.14172946
1143101.322,7280398.189,-103.6908044,29.58994803
1566752.914,7198278.746,-99.31470532,28.9019142
2039917.987,7546292.99,-94.27721664,31.91136457
1771070.776,7522482.402,-97.13145583,31.79111334
1276009.747,7970549.639,-102.4765905,35.83595434
1454712.175,7579611.657,-100.4819896,32.33598799
1326277.669,7945807.784,-101.9161853,35.62179144
1079990.191,7421276.641,-104.4007256,30.83671362
1718354.056,7390220.89,-97.71799096,30.61207776
1324555.32,7481877.68,-101.8496701,31.44410666
1413558.45,7944244.84,-100.9533892,35.61790049
1002454.384,7460450.624,-105.2313948,31.15861106
1464444.605,7432800.293,-100.3731439,31.01506022
1406381.001,7493544.832,-100.9881685,31.55854114
1372630.683,7544249.629,-101.3509084,32.01163046
1102953.256,7360719.438,-104.1366539,30.29996613
2045446.109,7659730.821,-94.15529329,32.92833261
1733876.545,7429130.151,-97.54680687,30.95923598
1686719.057,7581016.466,-98.01273514,32.33443197
1026984.814,7439577.966,-104.963988,30.98111402
1987657.346,7322171.89,-94.93886988,29.91929952
1480230.356,8016694.289,-100.2196388,36.2748666
1652818.601,7499050.336,-98.38620286,31.60182227
1345005.422,7868900.298,-101.6966459,34.93119948
2082922.597,7420621.565,-93.89568621,30.76125478
1514696.217,7817230.817,-99.8399359,34.47620045
1559543.242,7750565.204,-99.35571103,33.87425534
1583428.811,7169943.09,-99.14575873,28.64551125
899772.2504,7539292.341,-106.3564389,31.81885376
1449992.209,7490956.086,-100.5277243,31.53793129
1949967.408,7488529.207,-95.25557499,31.43035205
1631778.093,7407972.934,-98.62035833,30.78473986
1447730.441,7720771.294,-100.5639469,33.60633313
1404028.062,7804187.531,-101.043925,34.35471263
1464143.762,7793664.204,-100.3896312,34.26342452
1915352.175,7618585.568,-95.56523689,32.61274288
1092168.565,7390165.2,-104.2607096,30.56117182
1776755.808,7180318.817,-97.16407796,28.7099675
1648826.658,7137707.463,-98.48073168,28.34861853
2042763.574,7415030.933,-94.31846529,30.73023906
1701444.48,7320589.347,-97.90842157,29.98832573
1827347.273,7270238.367,-96.61781185,29.5069863
1624385.956,6937281.297,-98.75325809,26.54261403
1569332.074,7087651.265,-99.29545882,27.90444328
1409261.827,7418594.2,-100.950965,30.8842267
1516333.564,7624725.224,-99.82541088,32.74279381
1601747.138,7569528.011,-98.91821166,32.24164882
1787671.771,7354254.129,-97.00404045,30.27350738
2062669.575,7439806.893,-94.0966591,30.94357033
1857940.69,7617082.579,-96.17825415,32.61849365
1597963.404,7419233.551,-98.97326247,30.88939906
1796365.305,7328790.312,-96.92092287,30.0421845
1679538.896,7187519.702,-98.15880367,28.79336224
1214329.881,7525831.801,-103.0239373,31.81775126
1202946.251,7248116.912,-103.0630375,29.31576012
1555906.184,7411458.915,-99.41447839,30.82217976
1972709.335,7591599.416,-94.96671589,32.34801009
1963601.849,7637083.611,-95.04187866,32.76066447
1447224.266,7353745.193,-100.5497409,30.30280524
1348045.997,7660576.181,-101.6297916,33.05553896
1615436.353,6966963.313,-98.83983596,26.81163491
1192927.65,7371952.086,-103.2032348,30.4278893
1346979.593,7383162.119,-101.5982622,30.55885638
1421876.184,7728843.933,-100.8435471,33.67753971
1635875.801,7707635.042,-98.53596446,33.48116759
1505810.956,7690434.09,-99.93749125,33.3343817
1618804.939,7434764.901,-98.75300805,31.02725696
1409789.894,7769352.664,-100.9779072,34.04142641
1834905.694,7480104.73,-96.47064748,31.39328226
2034947.466,7344888.625,-94.43701847,30.10317862
1449882.824,7819342.345,-100.5459707,34.49420666
1617162.175,7768341.938,-98.73007685,34.02985852
1214379.539,7404281.872,-102.9886767,30.72420083
1496671.538,8011621.703,-100.0369631,36.22924414
1463098.023,7368135.889,-100.3849154,30.43295934
1093111.511,7393662.174,-104.2522712,30.59295356
1848867.655,7541084.187,-96.30215532,31.93768318
1707162.805,7752757.533,-97.75818528,33.87666582
2019574.586,7332994.116,-94.60265288,30.00306388
1462993.141,7999890.73,-100.4104459,36.12273653
1742013.781,7151364.26,-97.52658337,28.45656584
1702383.987,7717651.739,-97.81737727,33.56147647
1355277.548,7429000.859,-101.5181732,30.97246747
1558040.816,7312401.826,-99.39776641,29.93032208
1790760.659,7599365.183,-96.90041695,32.47801213
1783941.195,7416399.811,-97.02548486,30.83363771
961380.7882,7489308.961,-105.6780848,31.39981226
2032563.805,7381725.497,-94.44254493,30.43547789
1090112.313,7530835.052,-104.339765,31.82557216
1822995.678,7565716.405,-96.56811181,32.16674817
1845600.847,7647878.485,-96.29891585,32.89929441
1726849.83,7466228.296,-97.612095,31.2944329
1800128.847,7159113.374,-96.93071648,28.51328179
1313036.337,7866362.553,-102.0460091,34.90345684
1256758.246,7985631.824,-102.693425,35.96795331
1863579.893,7673498.67,-96.09685872,33.12422001
1425136.581,7842196.052,-100.8173827,34.69875009
1442237.941,7564633.208,-100.6138629,32.20063028
1947939.646,7247486.09,-95.38289259,29.2629259
1410137.214,7928568.659,-100.9895749,35.4762466
1771230.016,7134381.023,-97.23244616,28.29726038
1265668.556,7333685.658,-102.4359296,30.10017356
1563499.889,7331375.131,-99.33994991,30.10087572
1885256.659,7344680.289,-95.99212628,30.15956166
1256537.43,7316358.305,-102.5267052,29.94235306
1520209.38,7491180.161,-99.78673318,31.54084559
1484996.383,7160616.813,-100.1535024,28.56425826
1784909.626,7757488.101,-96.91579516,33.90240952
1651280.068,7730169.205,-98.36642566,33.68210067
1667365.57,7081501.823,-98.30031863,27.83936909
2039500.496,7692442.164,-94.20053665,33.22519826
1402828.659,7315420.06,-101.008529,29.95493951
1418113.288,7441906.192,-100.8601019,31.09469258
1755158.498,7722507.152,-97.24713293,33.59458907
1225956.207,7680229.73,-102.9443959,33.20971544
1616434.936,7393569.697,-98.78263756,30.65672139
1719467.485,7091442.858,-97.76928649,27.9206813
1223531.902,7650819.413,-102.9619765,32.94448366
1572974.56,6972013.562,-99.26623932,26.86053134
1445608.429,7361211.729,-100.5669704,30.36994934
1238265.07,8015009.468,-102.9066498,36.22880475
1982012.279,7667713.696,-94.82997171,33.02850248
1774567.698,7200753.94,-97.18115751,28.89456973
1486579.836,7137477.316,-100.1370097,28.35568058
2099195.766,7478269.786,-93.69126179,31.27109665
1390714.136,7885632.872,-101.1983274,35.0874013
1795815.063,7509258.533,-96.87368959,31.66611712
2044395.258,7608912.955,-94.19506652,32.47206956
1182367.096,7385391.67,-103.3175344,30.54602016
1399449.575,8033785.282,-101.1189754,36.42477136
1720976.637,7076866.994,-97.75695359,27.78895099
1896395.489,7461506.25,-95.83059235,31.20675289
1833090.517,7485174.726,-96.48806877,31.43940801
1472488.242,7629013.063,-100.2942017,32.78117491
1500380.235,7507024.186,-99.99598516,31.68361155
1826164.798,7692134.008,-96.49189864,33.30316058
1335912.791,7610097.524,-101.7513392,32.59956746
1564149.223,7313671.224,-99.33430734,29.94143711
1634706.323,7409152.624,-98.58954724,30.79502528
1524098.283,7243607.821,-99.75155945,29.31192833
1525569.169,7381131.997,-99.73297327,30.55024913
1279675.164,7977542.327,-102.4377791,35.8997679
1514261.434,7304903.834,-99.85212825,29.86414203
1287351.684,7559304.07,-102.2584535,32.13458532
1863238.414,7630636.803,-96.11666024,32.73875599
1825866.202,7251183.365,-96.63908162,29.3358359
1591299.954,7420081.144,-99.04302079,30.89756532
1302147.426,7399640.214,-102.0696451,30.70047902
1524791.183,7537212.394,-99.73722796,31.95502801
2009963.498,7403559.724,-94.6670432,30.64179535
1988158.872,7587385.662,-94.8045554,32.30370426
1526157.282,7634452.662,-99.72014078,32.83016697
1569910.312,7693759.928,-99.24771456,33.36219883
1306331.468,7596303.205,-102.0642532,32.47084419
2010645.687,7481088.976,-94.62054457,31.33849336
1676333.401,7655065.31,-98.1097897,33.00245031
1694872.355,7697037.727,-97.9025799,33.37722461
1923482.207,7514961.837,-95.52325344,31.67795833
1439140.64,7497823.136,-100.6426567,31.59921539
1028949.983,7421437.161,-104.9349113,30.81878655
1643728.697,7234289.799,-98.51957855,29.21956974
1322198.976,7495049.99,-101.8768621,31.56228048
1382304.245,7869694.205,-101.2884995,34.94288793
1185887.018,7530837.048,-103.3264358,31.85543537
1040473.028,7481069.915,-104.8416569,31.35956187
1975536.699,7461088.995,-94.99939495,31.17350198
1335952.451,7409423.782,-101.7176788,30.79373457
1902972.531,7483886.948,-95.7524499,31.40578296
1244715.114,7520023.188,-102.7009346,31.77256435
2059023.225,7464709.22,-94.1209776,31.16913157
1448300.362,7971608.553,-100.5717803,35.86691698
1152335.056,7454746.646,-103.6549028,31.16145572
1519683.945,7216305.956,-99.79758509,29.06604811
2002062.088,7607392.065,-94.64651995,32.47759696
2061731.652,7363363.192,-94.14884414,30.25686108
2015461.946,7372348.692,-94.62547071,30.3587676
1441504.298,7219291.551,-100.6017101,29.09167832
1819613.892,7408959.579,-96.65435422,30.75752792
1780542.172,7451828.68,-97.05118865,31.15322247
1812485.237,7264826.997,-96.7729086,29.46226407
1223843.465,7327628.717,-102.8689027,30.0366277
1326854.138,7437855.243,-101.817817,31.04829753
1306265.412,7898731.243,-102.126893,35.19403665
1634354.826,7651758.909,-98.56018324,32.97837605
1499423.581,7554665.415,-100.0061235,32.11236384
1325042.808,7981923.567,-101.9367747,35.94738495
1498748.157,7576291.785,-100.0133221,32.30699584
1884057.203,7263464.46,-96.03484948,29.42905512
1574634.622,7493468.409,-99.21222126,31.55922367
957484.5079,7483714.35,-105.7160431,31.34772385
1547466.093,7295561.237,-99.50826579,29.77914742
1792865.692,7250523.81,-96.97944895,29.3384663
1483602.228,7151837.565,-100.1676295,28.48510245
1349651.936,7669004.101,-101.6138877,33.13160887
1767033.491,7179643.417,-97.26383265,28.7060879
1517156.866,7636566.53,-99.81640037,32.84936345
1592381.996,7253263.518,-99.04673998,29.3955642
1369234.467,7374645.665,-101.3647449,30.48488022
1179553.858,7419054.665,-103.3575632,30.84812973
1467526.032,7985485.728,-100.3596529,35.99286987
1124473.76,7525478.784,-103.9742481,31.78901396
2055636.513,7640779.024,-94.05719821,32.75310833
1488489.867,7337388.9,-100.1197153,30.15667124
1247405.835,7780735.539,-102.7407691,34.11936623
1608197.316,7087711.333,-98.90052783,27.9021268
1659938.629,7231930.256,-98.35299897,29.19625195
1598701.095,7741577.092,-98.9329602,33.79059252
1695950.166,7032061.544,-98.01907018,27.38903651
1184223.309,7361715.318,-103.2908078,30.33347419
1993195.429,7536034.436,-94.77680413,31.83993828
1176238.555,7241886.735,-103.3363383,29.25270637
1538200.414,7378326.008,-99.60116562,30.52464786
1679277.25,7634900.545,-98.08198471,32.82051457
1953737.638,7269583.561,-95.31356286,29.45960504
1441249.59,8022095.735,-100.6530518,36.32224553
1427710.011,7271219.041,-100.7472035,29.55867946
1295843.995,7843065.422,-102.2289678,34.69054973
1111016.17,7445489.021,-104.0853117,31.06518407
1474330.837,7661716.729,-100.2753675,33.07558999
1563107.409,7597265.874,-99.32722925,32.49403796
1361109.479,7822847.267,-101.513493,34.51834338
1338621.788,7756020.308,-101.7470096,33.913474
1923971.226,7458390.455,-95.54216367,31.16906143
1784894.766,7427399.099,-97.01239055,30.93237355
1530020.327,7194403.06,-99.69191814,28.86847584
2068638.379,7343423.678,-94.08812218,30.07428842
1248268.76,7582691.207,-102.6793996,32.33716774
1033445.214,7462986.713,-104.9071663,31.19418447
1667588.315,7641774.793,-98.20582561,32.88414527
1627066.641,7761276.595,-98.62368476,33.96516545
1786560.617,7577828.894,-96.95148996,32.28531005
1372823.625,7408361.822,-101.331526,30.78874761
1160480.623,7314567.932,-103.522444,29.90259937
2002668.56,7544241.977,-94.67245094,31.90965691
1495354.408,7283013.364,-100.0480755,29.66708839
1390813.203,7736576.784,-101.1798189,33.74461092
1924408.779,7682145.237,-95.44070545,33.18107122
1850001.034,7586298.756,-96.27402251,32.34403141
1682264.474,7065970.678,-98.15167297,27.69711944
1588832.892,7736193.467,-99.04014281,33.74292944
1172156.754,7254710.567,-103.382412,29.36705676
1178681.931,7519334.56,-103.3989501,31.74999582
1571045.933,7639341.206,-99.23951822,32.87226978
2012485.636,7336055.495,-94.67464972,30.03368725
1831357.831,7548460.185,-96.48514221,32.00916287
1235512.542,7927673.826,-102.9116932,35.44042312
2049016.793,7294823.505,-94.31767217,29.64650027
1127980.55,7326460.591,-103.8636707,29.99986252
2060677.288,7361760.858,-94.16068619,30.24295638
1290223.563,7953751.376,-102.3155947,35.68721642
1122341.465,7363102.103,-103.9357141,30.32776596
1412993.961,7476704.159,-100.9168984,31.40749678
1706782.238,6895629.562,-97.93531984,26.15502897
1306949.775,7896544.104,-102.1189221,35.17444016
1569316.239,7275976.132,-99.28322307,29.60169693
2062070.94,7373063.874,-94.13997054,30.34391128
1595525.457,7487991.907,-98.99225188,31.50841295
1119614.662,7499912.242,-104.0158144,31.55749654
2007427.122,7501360.32,-94.64407224,31.52212154
1449754.103,7600577.087,-100.5358363,32.52447109
1395185.564,7438569.659,-101.1005608,31.06283565
1963368.537,7295238.645,-95.20273441,29.68673972
1535626.4,7540768.433,-99.62225125,31.98674864
1908006.659,7480844.685,-95.70068527,31.37667455
1664108.054,7454268.729,-98.27437419,31.19730653
1509785.931,7640766.07,-99.89523705,32.88725018
1381550.029,7386043.924,-101.2375558,30.58878188
1359994.646,7452850.245,-101.472023,31.18767535
2016773.224,7273643.191,-94.66142425,29.47042754
1685942.612,7356478.031,-98.06282007,30.31393405
1146109.083,7368704.707,-103.6901589,30.38554407
1463678.281,7407823.754,-100.3802854,30.79023029
1562237.356,7450178.349,-99.34577413,31.17035207
1686788.716,7030295.213,-98.11197318,27.37454212
1761882.646,7390255.174,-97.26323802,30.60350261
1926936.005,7458358.731,-95.51103797,31.16769797
1479789.571,7911259.44,-100.2221838,35.32359621
1610461.817,7519455.74,-98.83118535,31.79024058
1939885.099,7630351.786,-95.29826791,32.70944368
1528263.905,7174873.213,-99.71046805,28.69251553
1604356.664,7519361.759,-98.89579061,31.78995902
1674216.272,6967427.761,-98.2490853,26.80884644
1372522.885,7838935.445,-101.3913385,34.66464007
1857602.679,7533414.271,-96.21242023,31.86603863
1273950.702,8008353.338,-102.508822,36.17661577
1323187.924,8006149.979,-101.962058,36.16570665
